province,region,Jul-20,Jul-21,Jul-22,Jul-23,Jul-24
Laguna,Region IV-A (CALABARZON),20002,20046,20087,20125,20160
Laguna,Region IV-A (CALABARZON),31513,31655,31787,31907,32018
Laguna,Region IV-A (CALABARZON),22048,22306,22549,22774,22984
Laguna,Region IV-A (CALABARZON),27078,27387,27675,27944,28194
Laguna,Region IV-A (CALABARZON),28711,28864,29006,29136,29255
Laguna,Region IV-A (CALABARZON),65554,65972,66359,66716,67045
Laguna,Region IV-A (CALABARZON),26294,26496,26683,26856,27016
Laguna,Region IV-A (CALABARZON),44352,44720,45064,45382,45675
Laguna,Region IV-A (CALABARZON),21127,21202,21273,21338,21397
Laguna,Region IV-A (CALABARZON),25065,25197,25319,25431,25533
Laguna,Region IV-A (CALABARZON),53199,53691,54150,54576,54969
Laguna,Region IV-A (CALABARZON),18643,18880,19103,19311,19505
Laguna,Region IV-A (CALABARZON),279192,281399,283453,285354,287107
Laguna,Region IV-A (CALABARZON),350919,355208,359226,362970,366453
Laguna,Region IV-A (CALABARZON),122632,123474,124256,124978,125643
Laguna,Region IV-A (CALABARZON),34137,34710,35250,35757,36232
Laguna,Region IV-A (CALABARZON),415509,426536,437051,447052,456568
Laguna,Region IV-A (CALABARZON),40152,40504,40832,41136,41417
Laguna,Region IV-A (CALABARZON),43187,43854,44482,45069,45619
Quezon,Region IV-A (CALABARZON),14177,14421,14656,14883,15103
Quezon,Region IV-A (CALABARZON),15890,15921,15945,15963,15973
Quezon,Region IV-A (CALABARZON),65187,65445,65671,65865,66028
Quezon,Region IV-A (CALABARZON),30998,31143,31272,31385,31484
Quezon,Region IV-A (CALABARZON),29431,29919,30391,30845,31283
Quezon,Region IV-A (CALABARZON),76980,77626,78229,78790,79308
Quezon,Region IV-A (CALABARZON),124204,125360,126444,127459,128404
Quezon,Region IV-A (CALABARZON),76332,77260,78144,78982,79778
Quezon,Region IV-A (CALABARZON),30040,30224,30393,30545,30682
Quezon,Region IV-A (CALABARZON),27579,27754,27914,28060,28191
Quezon,Region IV-A (CALABARZON),33673,34423,35156,35871,36570
Quezon,Region IV-A (CALABARZON),48666,49290,49885,50451,50990
Quezon,Region IV-A (CALABARZON),78074,78789,79459,80085,80668
Quezon,Region IV-A (CALABARZON),73297,74023,74707,75348,75949
Quezon,Region IV-A (CALABARZON),7951,8045,8134,8218,8298
Quezon,Region IV-A (CALABARZON),99132,99773,100361,100897,101380
Quezon,Region IV-A (CALABARZON),56371,57262,58119,58944,59737
Quezon,Region IV-A (CALABARZON),286191,289717,293074,296263,299290
Quezon,Region IV-A (CALABARZON),29941,30244,30529,30797,31048
Quezon,Region IV-A (CALABARZON),66410,66827,67208,67555,67867
Quezon,Region IV-A (CALABARZON),55349,55709,56040,56341,56613
Quezon,Region IV-A (CALABARZON),24841,25280,25704,26114,26511
Quezon,Region IV-A (CALABARZON),84563,86357,88106,89808,91469
Quezon,Region IV-A (CALABARZON),14588,14772,14949,15116,15275
Quezon,Region IV-A (CALABARZON),15330,15451,15564,15667,15763
Quezon,Region IV-A (CALABARZON),12433,12472,12507,12538,12565
Quezon,Region IV-A (CALABARZON),24659,24947,25221,25480,25725
Quezon,Region IV-A (CALABARZON),11627,11746,11859,11965,12065
Quezon,Region IV-A (CALABARZON),33066,33509,33933,34337,34723
Quezon,Region IV-A (CALABARZON),15501,15540,15573,15601,15624
Quezon,Region IV-A (CALABARZON),36722,36820,36902,36967,37015
Quezon,Region IV-A (CALABARZON),14695,14829,14955,15073,15182
Quezon,Region IV-A (CALABARZON),37951,38324,38676,39006,39314
Quezon,Region IV-A (CALABARZON),35218,35513,35788,36043,36279
Quezon,Region IV-A (CALABARZON),64913,65498,66045,66556,67032
Quezon,Region IV-A (CALABARZON),51511,52038,52536,53003,53442
Quezon,Region IV-A (CALABARZON),159033,160786,162447,164015,165494
Quezon,Region IV-A (CALABARZON),52767,52899,53014,53110,53188
Quezon,Region IV-A (CALABARZON),108252,109773,111230,112623,113955
Quezon,Region IV-A (CALABARZON),107922,109391,110795,112136,113416
Quezon,Region IV-A (CALABARZON),28568,28859,29133,29391,29633
Rizal,Region IV-A (CALABARZON),119526,120430,121210,121866,122398
Rizal,Region IV-A (CALABARZON),847642,857793,866490,873730,879528
Rizal,Region IV-A (CALABARZON),116895,129303,142622,156852,172036
Rizal,Region IV-A (CALABARZON),305860,309470,312695,315536,317997
Rizal,Region IV-A (CALABARZON),326253,326875,327425,327905,328313
Rizal,Region IV-A (CALABARZON),49708,49814,49909,49995,50070
Rizal,Region IV-A (CALABARZON),33001,33133,33257,33374,33484
Rizal,Region IV-A (CALABARZON),440382,450506,459167,466365,472113
Rizal,Region IV-A (CALABARZON),63117,63891,64586,65200,65735
Rizal,Region IV-A (CALABARZON),67427,67781,68074,68307,68479
Rizal,Region IV-A (CALABARZON),298458,307845,317251,326677,336149
Rizal,Region IV-A (CALABARZON),136426,140463,144589,148802,153115
Rizal,Region IV-A (CALABARZON),336288,338660,340653,342266,343501
Rizal,Region IV-A (CALABARZON),67976,70059,72143,74230,76324
Albay,Region V (Bicol Region),72018,72513,72962,73366,73724
Albay,Region V (Bicol Region),70162,70692,71179,71621,72020
Albay,Region V (Bicol Region),137597,139641,141623,143542,145402
Albay,Region V (Bicol Region),88827,90006,91140,92230,93277
Albay,Region V (Bicol Region),17698,17767,17833,17896,17955
Albay,Region V (Bicol Region),211174,213792,216301,218697,220988
Albay,Region V (Bicol Region),78746,79323,79851,80330,80759
Albay,Region V (Bicol Region),117823,118918,119942,120897,121783
Albay,Region V (Bicol Region),39983,40359,40710,41038,41343
Albay,Region V (Bicol Region),47802,48223,48616,48980,49315
Albay,Region V (Bicol Region),26614,26960,27293,27613,27919
Albay,Region V (Bicol Region),71067,71563,72014,72420,72781
Albay,Region V (Bicol Region),48303,48534,48734,48901,49037
Albay,Region V (Bicol Region),94135,95178,96169,97108,97996
Albay,Region V (Bicol Region),37923,38099,38266,38425,38574
Albay,Region V (Bicol Region),37536,37998,38441,38863,39267
Albay,Region V (Bicol Region),142639,144179,145639,147019,148320
Albay,Region V (Bicol Region),56041,56533,56991,57415,57806
CamarinesNorte,Region V (Bicol Region),43486,43907,44300,44667,45007
CamarinesNorte,Region V (Bicol Region),33699,33933,34144,34333,34499
CamarinesNorte,Region V (Bicol Region),113249,114787,116263,117680,119038
CamarinesNorte,Region V (Bicol Region),15460,15724,15982,16233,16478
CamarinesNorte,Region V (Bicol Region),63177,63778,64339,64860,65342
CamarinesNorte,Region V (Bicol Region),109389,110907,112365,113768,115115
CamarinesNorte,Region V (Bicol Region),53526,53968,54375,54747,55084
CamarinesNorte,Region V (Bicol Region),64703,65743,66753,67734,68687
CamarinesNorte,Region V (Bicol Region),10757,10808,10852,10888,10916
CamarinesNorte,Region V (Bicol Region),41882,42016,42120,42195,42239
CamarinesNorte,Region V (Bicol Region),27555,27853,28136,28402,28651
CamarinesNorte,Region V (Bicol Region),45631,45977,46293,46578,46834
CamarinesSur,Region V (Bicol Region),61918,62448,62946,63411,63846
CamarinesSur,Region V (Bicol Region),32695,33008,33304,33584,33849
CamarinesSur,Region V (Bicol Region),55199,55742,56257,56745,57207
CamarinesSur,Region V (Bicol Region),17362,17508,17645,17774,17893
CamarinesSur,Region V (Bicol Region),79690,80074,80414,80707,80957
CamarinesSur,Region V (Bicol Region),71549,71858,72126,72354,72543
CamarinesSur,Region V (Bicol Region),18959,19040,19111,19172,19222
CamarinesSur,Region V (Bicol Region),86885,87532,88132,88685,89193
CamarinesSur,Region V (Bicol Region),25598,25865,26119,26361,26591
CamarinesSur,Region V (Bicol Region),35624,35854,36064,36255,36427
CamarinesSur,Region V (Bicol Region),49680,50023,50338,50627,50889
CamarinesSur,Region V (Bicol Region),27304,27659,28001,28332,28653
CamarinesSur,Region V (Bicol Region),12002,12137,12265,12388,12506
CamarinesSur,Region V (Bicol Region),28441,28689,28922,29141,29346
CamarinesSur,Region V (Bicol Region),67160,67848,68504,69126,69717
CamarinesSur,Region V (Bicol Region),116286,117018,117686,118290,118831
CamarinesSur,Region V (Bicol Region),58354,58853,59321,59759,60168
CamarinesSur,Region V (Bicol Region),115740,117009,118223,119383,120491
CamarinesSur,Region V (Bicol Region),33784,34060,34319,34561,34785
CamarinesSur,Region V (Bicol Region),26801,26983,27150,27303,27442
CamarinesSur,Region V (Bicol Region),33322,33720,34104,34472,34826
CamarinesSur,Region V (Bicol Region),55800,56417,57008,57573,58112
CamarinesSur,Region V (Bicol Region),86757,87199,87592,87935,88231
CamarinesSur,Region V (Bicol Region),213549,216904,220185,223391,226531
CamarinesSur,Region V (Bicol Region),47805,48108,48385,48635,48860
CamarinesSur,Region V (Bicol Region),37880,38122,38342,38542,38722
CamarinesSur,Region V (Bicol Region),51470,51885,52274,52635,52971
CamarinesSur,Region V (Bicol Region),95384,96441,97453,98420,99345
CamarinesSur,Region V (Bicol Region),21743,21859,21963,22055,22134
CamarinesSur,Region V (Bicol Region),60775,61198,61589,61947,62273
CamarinesSur,Region V (Bicol Region),37194,37687,38165,38628,39076
CamarinesSur,Region V (Bicol Region),36801,37056,37291,37506,37701
CamarinesSur,Region V (Bicol Region),42251,42513,42752,42967,43160
CamarinesSur,Region V (Bicol Region),66835,67122,67372,67585,67762
CamarinesSur,Region V (Bicol Region),18306,18386,18454,18513,18561
CamarinesSur,Region V (Bicol Region),60901,62000,63081,64146,65197
CamarinesSur,Region V (Bicol Region),71691,72427,73128,73794,74426
Catanduanes,Region V (Bicol Region),11833,11873,11908,11937,11961
Catanduanes,Region V (Bicol Region),13228,13286,13339,13385,13426
Catanduanes,Region V (Bicol Region),22208,22369,22519,22660,22792
Catanduanes,Region V (Bicol Region),31540,31803,32052,32288,32512
Catanduanes,Region V (Bicol Region),8586,8618,8646,8670,8690
Catanduanes,Region V (Bicol Region),21282,21409,21527,21635,21733
Catanduanes,Region V (Bicol Region),9495,9524,9548,9567,9582
Catanduanes,Region V (Bicol Region),37676,37805,37917,38009,38084
Catanduanes,Region V (Bicol Region),15647,15757,15860,15956,16045
Catanduanes,Region V (Bicol Region),22199,22285,22360,22425,22479
Catanduanes,Region V (Bicol Region),79247,80314,81356,82372,83368
Masbate,Region V (Bicol Region),94001,95520,97012,98477,99919
Masbate,Region V (Bicol Region),27325,27537,27736,27921,28094
Masbate,Region V (Bicol Region),39764,40041,40298,40535,40753
Masbate,Region V (Bicol Region),16080,16263,16439,16609,16773
Masbate,Region V (Bicol Region),51397,51534,51644,51727,51782
Masbate,Region V (Bicol Region),69839,70310,70745,71146,71513
Masbate,Region V (Bicol Region),45179,45414,45625,45813,45978
Masbate,Region V (Bicol Region),26831,26919,26993,27053,27099
Masbate,Region V (Bicol Region),19447,19598,19740,19873,19997
Masbate,Region V (Bicol Region),43550,43958,44347,44715,45065
Masbate,Region V (Bicol Region),103227,104724,106186,107614,109010
Masbate,Region V (Bicol Region),61105,61770,62408,63020,63608
Masbate,Region V (Bicol Region),41812,42379,42931,43469,43992
Masbate,Region V (Bicol Region),27485,27620,27742,27849,27943
Masbate,Region V (Bicol Region),26849,26934,27006,27063,27106
Masbate,Region V (Bicol Region),23730,23793,23844,23882,23908
Masbate,Region V (Bicol Region),57013,57164,57285,57377,57439
Masbate,Region V (Bicol Region),24348,24579,24799,25007,25206
Masbate,Region V (Bicol Region),32152,32473,32779,33072,33351
Masbate,Region V (Bicol Region),47992,48187,48357,48501,48621
Masbate,Region V (Bicol Region),57953,58228,58473,58688,58874
Sorsogon,Region V (Bicol Region),21646,21735,21809,21867,21911
Sorsogon,Region V (Bicol Region),106213,107268,108259,109186,110051
Sorsogon,Region V (Bicol Region),23683,23797,23894,23976,24042
Sorsogon,Region V (Bicol Region),34688,34998,35287,35554,35800
Sorsogon,Region V (Bicol Region),62819,63742,64635,65497,66331
Sorsogon,Region V (Bicol Region),51858,52191,52490,52754,52985
Sorsogon,Region V (Bicol Region),61747,62071,62354,62594,62794
Sorsogon,Region V (Bicol Region),61619,62537,63426,64286,65119
Sorsogon,Region V (Bicol Region),34306,34648,34969,35269,35550
Sorsogon,Region V (Bicol Region),38632,38879,39101,39297,39468
Sorsogon,Region V (Bicol Region),44607,45253,45878,46481,47064
Sorsogon,Region V (Bicol Region),80969,82152,83296,84400,85468
Sorsogon,Region V (Bicol Region),24437,24807,25167,25515,25852
Sorsogon,Region V (Bicol Region),17307,17364,17410,17443,17464
Sorsogon,Region V (Bicol Region),181187,183556,185830,188007,190094
Aklan,Region VI (Western Visayas),25091,25182,25271,25357,25443
Aklan,Region VI (Western Visayas),30174,30368,30541,30694,30826
Aklan,Region VI (Western Visayas),40384,40527,40656,40773,40878
Aklan,Region VI (Western Visayas),33505,33804,34103,34401,34700
Aklan,Region VI (Western Visayas),20546,20823,21087,21338,21577
Aklan,Region VI (Western Visayas),53149,53896,54648,55405,56170
Aklan,Region VI (Western Visayas),85388,86107,86739,87286,87749
Aklan,Region VI (Western Visayas),15640,15722,15803,15883,15962
Aklan,Region VI (Western Visayas),28390,28413,28434,28452,28468
Aklan,Region VI (Western Visayas),18502,18521,18537,18552,18566
Aklan,Region VI (Western Visayas),28780,29076,29367,29653,29935
Aklan,Region VI (Western Visayas),58820,59606,60256,60770,61150
Aklan,Region VI (Western Visayas),23269,23278,23286,23291,23294
Aklan,Region VI (Western Visayas),40756,41687,42635,43598,44581
Aklan,Region VI (Western Visayas),46446,46689,46913,47119,47308
Aklan,Region VI (Western Visayas),33373,33621,33852,34067,34267
Aklan,Region VI (Western Visayas),23371,23628,23872,24103,24322
Antique,Region VI (Western Visayas),21809,21897,21971,22033,22083
Antique,Region VI (Western Visayas),23372,23469,23552,23622,23679
Antique,Region VI (Western Visayas),14119,14214,14302,14382,14455
Antique,Region VI (Western Visayas),34634,34777,34901,35005,35090
Antique,Region VI (Western Visayas),41075,42234,43401,44576,45763
Antique,Region VI (Western Visayas),42904,43176,43424,43650,43852
Antique,Region VI (Western Visayas),35082,35447,35795,36126,36442
Antique,Region VI (Western Visayas),50654,50993,51304,51588,51845
Antique,Region VI (Western Visayas),26744,26835,26911,26971,27017
Antique,Region VI (Western Visayas),17001,17090,17168,17238,17298
Antique,Region VI (Western Visayas),35786,36024,36243,36443,36623
Antique,Region VI (Western Visayas),38834,39110,39366,39600,39815
Antique,Region VI (Western Visayas),66590,67324,68027,68700,69343
Antique,Region VI (Western Visayas),33059,33234,33389,33527,33646
Antique,Region VI (Western Visayas),18443,18521,18589,18646,18693
Antique,Region VI (Western Visayas),63925,64571,65185,65769,66323
Antique,Region VI (Western Visayas),28733,29101,29457,29802,30135
Antique,Region VI (Western Visayas),19690,19772,19842,19902,19951
Capiz,Region VI (Western Visayas),29379,29800,30228,30662,31105
Capiz,Region VI (Western Visayas),33063,33182,33303,33425,33549
Capiz,Region VI (Western Visayas),29632,29669,29707,29745,29785
Capiz,Region VI (Western Visayas),48300,48753,49211,49674,50145
Capiz,Region VI (Western Visayas),31387,31888,32396,32914,33442
Capiz,Region VI (Western Visayas),38329,38677,39030,39387,39749
Capiz,Region VI (Western Visayas),40385,40801,41223,41650,42084
Capiz,Region VI (Western Visayas),41595,42008,42426,42848,43278
Capiz,Region VI (Western Visayas),48771,49334,49906,50485,51074
Capiz,Region VI (Western Visayas),42679,43187,43701,44223,44753
Capiz,Region VI (Western Visayas),49080,49894,50723,51567,52428
Capiz,Region VI (Western Visayas),49335,49953,50580,51216,51863
Capiz,Region VI (Western Visayas),30768,30998,31230,31465,31703
Capiz,Region VI (Western Visayas),177847,180155,182497,184873,187293
Capiz,Region VI (Western Visayas),26844,27059,27277,27497,27721
Capiz,Region VI (Western Visayas),31106,31310,31517,31726,31938
Capiz,Region VI (Western Visayas),54583,55279,55984,56700,57429
Iloilo,Region VI (Western Visayas),56710,57605,58464,59288,60078
Iloilo,Region VI (Western Visayas),39458,39641,39791,39907,39990
Iloilo,Region VI (Western Visayas),29468,29605,29717,29804,29865
Iloilo,Region VI (Western Visayas),27743,27872,27978,28059,28118
Iloilo,Region VI (Western Visayas),36111,36724,37315,37886,38437
Iloilo,Region VI (Western Visayas),35145,35669,36169,36647,37103
Iloilo,Region VI (Western Visayas),55644,55906,56120,56288,56409
Iloilo,Region VI (Western Visayas),49632,50401,51138,51844,52521
Iloilo,Region VI (Western Visayas),22960,23292,23609,23910,24197
Iloilo,Region VI (Western Visayas),16844,17183,17514,17837,18154
Iloilo,Region VI (Western Visayas),61114,61618,62073,62479,62836
Iloilo,Region VI (Western Visayas),65751,66830,67870,68870,69832
Iloilo,Region VI (Western Visayas),72763,73669,74523,75325,76077
Iloilo,Region VI (Western Visayas),46159,46751,47311,47838,48334
Iloilo,Region VI (Western Visayas),46727,46975,47183,47353,47483
Iloilo,Region VI (Western Visayas),35178,35342,35475,35579,35653
Iloilo,Region VI (Western Visayas),71111,71465,71758,71991,72165
Iloilo,Region VI (Western Visayas),54078,55225,56348,57449,58529
Iloilo,Region VI (Western Visayas),34827,35006,35155,35275,35366
Iloilo,Region VI (Western Visayas),32879,33032,33157,33253,33323
Iloilo,Region VI (Western Visayas),471043,472185,473326,474467,475611
Iloilo,Region VI (Western Visayas),65652,65957,66206,66400,66538
Iloilo,Region VI (Western Visayas),77234,77917,78538,79099,79599
Iloilo,Region VI (Western Visayas),35154,35690,36205,36696,37167
Iloilo,Region VI (Western Visayas),33983,34625,35249,35856,36447
Iloilo,Region VI (Western Visayas),51511,51805,52057,52265,52431
Iloilo,Region VI (Western Visayas),38246,38488,38698,38876,39023
Iloilo,Region VI (Western Visayas),69611,69975,70280,70526,70715
Iloilo,Region VI (Western Visayas),24997,25280,25545,25790,26018
Iloilo,Region VI (Western Visayas),23971,24102,24213,24303,24374
Iloilo,Region VI (Western Visayas),94477,95520,96492,97393,98226
Iloilo,Region VI (Western Visayas),82746,83131,83445,83688,83863
Iloilo,Region VI (Western Visayas),68901,71907,74980,78118,81330
Iloilo,Region VI (Western Visayas),78119,78685,79187,79626,80001
Iloilo,Region VI (Western Visayas),43708,44742,45763,46769,47764
Iloilo,Region VI (Western Visayas),34911,35088,35235,35353,35442
Iloilo,Region VI (Western Visayas),53311,53558,53761,53918,54030
Iloilo,Region VI (Western Visayas),30055,30532,30991,31431,31853
Iloilo,Region VI (Western Visayas),18268,18625,18973,19312,19643
Iloilo,Region VI (Western Visayas),64185,64964,65697,66384,67026
Iloilo,Region VI (Western Visayas),57887,58963,60007,61022,62008
Iloilo,Region VI (Western Visayas),65725,66298,66818,67286,67703
Iloilo,Region VI (Western Visayas),23034,23135,23217,23279,23321
Iloilo,Region VI (Western Visayas),27180,27487,27774,28040,28287
NegrosOccidental,Region VI (Western Visayas),603286,611261,619084,626753,634291
NegrosOccidental,Region VI (Western Visayas),175879,176665,177378,178019,178590
NegrosOccidental,Region VI (Western Visayas),68451,68606,68732,68829,68896
NegrosOccidental,Region VI (Western Visayas),157438,157795,158085,158308,158464
NegrosOccidental,Region VI (Western Visayas),81989,82165,82306,82412,82483
NegrosOccidental,Region VI (Western Visayas),22171,22222,22263,22294,22316
NegrosOccidental,Region VI (Western Visayas),105601,106177,106710,107201,107651
NegrosOccidental,Region VI (Western Visayas),65301,65711,66095,66454,66788
NegrosOccidental,Region VI (Western Visayas),96840,97288,97696,98064,98394
NegrosOccidental,Region VI (Western Visayas),108855,109122,109343,109517,109645
NegrosOccidental,Region VI (Western Visayas),87756,88088,88383,88641,88864
NegrosOccidental,Region VI (Western Visayas),58003,58173,58318,58438,58535
NegrosOccidental,Region VI (Western Visayas),59340,59668,59972,60252,60509
NegrosOccidental,Region VI (Western Visayas),63663,63894,64099,64277,64429
NegrosOccidental,Region VI (Western Visayas),193314,195447,197520,199534,201494
NegrosOccidental,Region VI (Western Visayas),65692,65859,65999,66111,66195
NegrosOccidental,Region VI (Western Visayas),77373,77794,78185,78545,78874
NegrosOccidental,Region VI (Western Visayas),56027,56199,56347,56471,56573
NegrosOccidental,Region VI (Western Visayas),42783,43017,43234,43434,43617
NegrosOccidental,Region VI (Western Visayas),86013,86893,87745,88570,89368
NegrosOccidental,Region VI (Western Visayas),54927,55499,56052,56588,57108
NegrosOccidental,Region VI (Western Visayas),29685,30058,30423,30780,31130
NegrosOccidental,Region VI (Western Visayas),149187,149598,149945,150229,150451
NegrosOccidental,Region VI (Western Visayas),134689,134959,135172,135327,135425
NegrosOccidental,Region VI (Western Visayas),24482,24568,24645,24711,24768
NegrosOccidental,Region VI (Western Visayas),130606,131198,131736,132220,132652
NegrosOccidental,Region VI (Western Visayas),71491,71692,71863,72003,72113
NegrosOccidental,Region VI (Western Visayas),105040,105488,105894,106255,106575
NegrosOccidental,Region VI (Western Visayas),42861,42959,43040,43102,43146
NegrosOccidental,Region VI (Western Visayas),38577,38681,38769,38840,38895
NegrosOccidental,Region VI (Western Visayas),89787,90054,90283,90474,90627
NegrosOccidental,Region VI (Western Visayas),27282,27588,27885,28174,28455
Guimaras,Region VI (Western Visayas),53761,54362,54938,55488,56013
Guimaras,Region VI (Western Visayas),37332,37520,37687,37832,37956
Guimaras,Region VI (Western Visayas),41395,41648,41879,42086,42269
Guimaras,Region VI (Western Visayas),27992,28338,28671,28992,29300
Guimaras,Region VI (Western Visayas),24694,25143,25572,25978,26362
Bohol,Region VII (Central Visayas),11022,11102,11175,11242,11303
Bohol,Region VII (Central Visayas),24471,24629,24775,24910,25033
Bohol,Region VII (Central Visayas),16547,16566,16587,16609,16632
Bohol,Region VII (Central Visayas),14499,14516,14535,14554,14574
Bohol,Region VII (Central Visayas),22173,22431,22667,22882,23077
Bohol,Region VII (Central Visayas),18483,18580,18671,18755,18832
Bohol,Region VII (Central Visayas),13090,13162,13237,13314,13394
Bohol,Region VII (Central Visayas),17963,18027,18089,18147,18201
Bohol,Region VII (Central Visayas),27433,27470,27509,27549,27591
Bohol,Region VII (Central Visayas),31404,31500,31592,31679,31763
Bohol,Region VII (Central Visayas),29799,29861,29922,29982,30041
Bohol,Region VII (Central Visayas),48431,48781,49104,49400,49669
Bohol,Region VII (Central Visayas),22791,22819,22848,22878,22910
Bohol,Region VII (Central Visayas),20405,20430,20455,20482,20511
Bohol,Region VII (Central Visayas),9106,9209,9302,9388,9465
Bohol,Region VII (Central Visayas),18297,18515,18716,18899,19064
Bohol,Region VII (Central Visayas),19375,19417,19457,19497,19536
Bohol,Region VII (Central Visayas),17982,18003,18026,18050,18075
Bohol,Region VII (Central Visayas),50886,51739,52523,53237,53883
Bohol,Region VII (Central Visayas),14438,14455,14473,14492,14513
Bohol,Region VII (Central Visayas),18098,18140,18180,18220,18258
Bohol,Region VII (Central Visayas),25085,25234,25371,25498,25615
Bohol,Region VII (Central Visayas),32873,32958,33041,33120,33197
Bohol,Region VII (Central Visayas),47893,48225,48532,48813,49070
Bohol,Region VII (Central Visayas),34906,35078,35237,35385,35522
Bohol,Region VII (Central Visayas),33528,33947,34331,34681,34997
Bohol,Region VII (Central Visayas),12462,12499,12534,12567,12599
Bohol,Region VII (Central Visayas),17016,17073,17127,17179,17227
Bohol,Region VII (Central Visayas),16075,16094,16115,16136,16158
Bohol,Region VII (Central Visayas),43208,43253,43301,43353,43409
Bohol,Region VII (Central Visayas),27311,27343,27378,27414,27452
Bohol,Region VII (Central Visayas),20835,20866,20898,20930,20964
Bohol,Region VII (Central Visayas),38859,40059,41300,42583,43911
Bohol,Region VII (Central Visayas),27532,27586,27639,27692,27744
Bohol,Region VII (Central Visayas),23407,23425,23445,23468,23494
Bohol,Region VII (Central Visayas),24162,24459,24732,24979,25203
Bohol,Region VII (Central Visayas),8789,8799,8811,8822,8834
Bohol,Region VII (Central Visayas),24558,24633,24705,24774,24839
Bohol,Region VII (Central Visayas),10825,10855,10883,10911,10937
Bohol,Region VII (Central Visayas),24780,24796,24815,24837,24862
Bohol,Region VII (Central Visayas),6994,7038,7079,7117,7152
Bohol,Region VII (Central Visayas),111607,112679,113663,114559,115371
Bohol,Region VII (Central Visayas),71433,72161,72830,73439,73990
Bohol,Region VII (Central Visayas),34486,34898,35276,35620,35931
Bohol,Region VII (Central Visayas),46639,46774,46902,47025,47143
Bohol,Region VII (Central Visayas),77753,78415,79024,79580,80085
Bohol,Region VII (Central Visayas),27265,27298,27332,27368,27407
Bohol,Region VII (Central Visayas),28133,28302,28459,28604,28736
Cebu,Region VII (Central Visayas),16774,17076,17371,17656,17934
Cebu,Region VII (Central Visayas),19293,19747,20196,20639,21079
Cebu,Region VII (Central Visayas),24425,24596,24748,24881,24995
Cebu,Region VII (Central Visayas),36783,37713,38636,39551,40462
Cebu,Region VII (Central Visayas),74689,74978,75206,75371,75475
Cebu,Region VII (Central Visayas),50578,51017,51417,51779,52102
Cebu,Region VII (Central Visayas),39790,40041,40250,40416,40542
Cebu,Region VII (Central Visayas),104948,108301,111568,114751,117856
Cebu,Region VII (Central Visayas),83037,83647,84192,84672,85088
Cebu,Region VII (Central Visayas),82335,83947,85522,87060,88564
Cebu,Region VII (Central Visayas),86370,87915,89416,90873,92288
Cebu,Region VII (Central Visayas),17619,17843,18055,18255,18444
Cebu,Region VII (Central Visayas),39505,40258,40993,41710,42409
Cebu,Region VII (Central Visayas),132032,134339,136576,138743,140846
Cebu,Region VII (Central Visayas),58272,59634,60978,62306,63621
Cebu,Region VII (Central Visayas),32517,32863,33186,33485,33761
Cebu,Region VII (Central Visayas),971295,978031,983703,988309,991859
Cebu,Region VII (Central Visayas),52888,53723,54496,55210,55864
Cebu,Region VII (Central Visayas),157349,162192,166900,171472,175920
Cebu,Region VII (Central Visayas),69032,70712,72321,73858,75328
Cebu,Region VII (Central Visayas),94118,95961,97762,99520,101241
Cebu,Region VII (Central Visayas),71489,72140,72737,73281,73772
Cebu,Region VII (Central Visayas),154292,157763,161183,164552,167880
Cebu,Region VII (Central Visayas),55569,56349,57095,57805,58481
Cebu,Region VII (Central Visayas),16435,16500,16551,16589,16613
Cebu,Region VII (Central Visayas),464375,474302,483720,492631,501057
Cebu,Region VII (Central Visayas),135789,138818,141699,144433,147027
Cebu,Region VII (Central Visayas),37676,37838,37968,38068,38136
Cebu,Region VII (Central Visayas),20232,20358,20468,20563,20641
Cebu,Region VII (Central Visayas),390962,395392,399375,402913,406012
Cebu,Region VII (Central Visayas),60570,61529,62454,63343,64199
Cebu,Region VII (Central Visayas),150691,153976,157097,160054,162855
Cebu,Region VII (Central Visayas),34631,35294,35941,36572,37189
Cebu,Region VII (Central Visayas),130351,133178,135957,138688,141379
Cebu,Region VII (Central Visayas),29434,29651,29836,29988,30107
Cebu,Region VII (Central Visayas),11646,11686,11716,11736,11748
Cebu,Region VII (Central Visayas),74130,75707,77256,78777,80273
Cebu,Region VII (Central Visayas),26834,27106,27357,27589,27802
Cebu,Region VII (Central Visayas),22100,22412,22710,22994,23264
Cebu,Region VII (Central Visayas),23178,23611,24033,24444,24844
Cebu,Region VII (Central Visayas),71028,71754,72399,72964,73450
Cebu,Region VII (Central Visayas),63447,65096,66735,68364,69987
Cebu,Region VII (Central Visayas),63769,64937,66073,67178,68254
Cebu,Region VII (Central Visayas),29711,29843,29944,30014,30053
Cebu,Region VII (Central Visayas),19600,19921,20232,20531,20820
Cebu,Region VII (Central Visayas),52682,53503,54294,55053,55783
Cebu,Region VII (Central Visayas),39756,40663,41558,42441,43314
Cebu,Region VII (Central Visayas),45440,46744,48046,49348,50653
Cebu,Region VII (Central Visayas),29104,29785,30457,31122,31779
Cebu,Region VII (Central Visayas),253075,257387,261411,265147,268603
Cebu,Region VII (Central Visayas),182142,183931,185514,186891,188066
Cebu,Region VII (Central Visayas),68635,69464,70245,70979,71668
Cebu,Region VII (Central Visayas),12785,13076,13362,13645,13924
NegrosOriental,Region VII (Central Visayas),24476,24621,24756,24882,24998
NegrosOriental,Region VII (Central Visayas),47021,47108,47175,47221,47248
