province,region,Jul-20,Jul-21,Jul-22,Jul-23,Jul-24
Laguna,Region IV‑A – CALABARZON,39056,39390,39700,39986,40247
Laguna,Region IV‑A – CALABARZON,121380,122656,123844,124947,125958
Laguna,Region IV‑A – CALABARZON,20046,20087,20125,20160,20192
Laguna,Region IV‑A – CALABARZON,31655,31787,31907,32018,32118
Laguna,Region IV‑A – CALABARZON,22306,22549,22774,22984,23176
Laguna,Region IV‑A – CALABARZON,27387,27675,27944,28194,28423
Laguna,Region IV‑A – CALABARZON,28864,29006,29136,29255,29363
Laguna,Region IV‑A – CALABARZON,65972,66359,66716,67045,67342
Laguna,Region IV‑A – CALABARZON,26496,26683,26856,27016,27161
Laguna,Region IV‑A – CALABARZON,44720,45064,45382,45675,45942
Laguna,Region IV‑A – CALABARZON,21202,21273,21338,21397,21452
Laguna,Region IV‑A – CALABARZON,25197,25319,25431,25533,25626
Laguna,Region IV‑A – CALABARZON,53691,54150,54576,54969,55329
Laguna,Region IV‑A – CALABARZON,18880,19103,19311,19505,19683
Laguna,Region IV‑A – CALABARZON,281399,283453,285354,287107,288703
Laguna,Region IV‑A – CALABARZON,355208,359226,362970,366453,369652
Laguna,Region IV‑A – CALABARZON,123474,124256,124978,125643,126246
Laguna,Region IV‑A – CALABARZON,34710,35250,35757,36232,36672
Laguna,Region IV‑A – CALABARZON,426536,437051,447052,456568,465544
Laguna,Region IV‑A – CALABARZON,40504,40832,41136,41417,41673
Laguna,Region IV‑A – CALABARZON,43854,44482,45069,45619,46128
Quezon,Region IV‑A – CALABARZON,14421,14656,14883,15103,15313
Quezon,Region IV‑A – CALABARZON,15921,15945,15963,15973,15976
Quezon,Region IV‑A – CALABARZON,65445,65671,65865,66028,66158
Quezon,Region IV‑A – CALABARZON,31143,31272,31385,31484,31566
Quezon,Region IV‑A – CALABARZON,29919,30391,30845,31283,31702
Quezon,Region IV‑A – CALABARZON,77626,78229,78790,79308,79782
Quezon,Region IV‑A – CALABARZON,125360,126444,127459,128404,129276
Quezon,Region IV‑A – CALABARZON,77260,78144,78982,79778,80526
Quezon,Region IV‑A – CALABARZON,30224,30393,30545,30682,30803
Quezon,Region IV‑A – CALABARZON,27754,27914,28060,28191,28307
Quezon,Region IV‑A – CALABARZON,34423,35156,35871,36570,37250
Quezon,Region IV‑A – CALABARZON,49290,49885,50451,50990,51499
Quezon,Region IV‑A – CALABARZON,78789,79459,80085,80668,81206
Quezon,Region IV‑A – CALABARZON,74023,74707,75348,75949,76506
Quezon,Region IV‑A – CALABARZON,8045,8134,8218,8298,8374
Quezon,Region IV‑A – CALABARZON,99773,100361,100897,101380,101810
Quezon,Region IV‑A – CALABARZON,57262,58119,58944,59737,60494
Quezon,Region IV‑A – CALABARZON,289717,293074,296263,299290,302140
Quezon,Region IV‑A – CALABARZON,30244,30529,30797,31048,31282
Quezon,Region IV‑A – CALABARZON,66827,67208,67555,67867,68143
Quezon,Region IV‑A – CALABARZON,55709,56040,56341,56613,56855
Quezon,Region IV‑A – CALABARZON,25280,25704,26114,26511,26892
Quezon,Region IV‑A – CALABARZON,86357,88106,89808,91469,93080
Quezon,Region IV‑A – CALABARZON,14772,14949,15116,15275,15426
Quezon,Region IV‑A – CALABARZON,15451,15564,15667,15763,15850
Quezon,Region IV‑A – CALABARZON,12472,12507,12538,12565,12587
Quezon,Region IV‑A – CALABARZON,24947,25221,25480,25725,25955
Quezon,Region IV‑A – CALABARZON,11746,11859,11965,12065,12158
Quezon,Region IV‑A – CALABARZON,33509,33933,34337,34723,35088
Quezon,Region IV‑A – CALABARZON,15540,15573,15601,15624,15641
Quezon,Region IV‑A – CALABARZON,36820,36902,36967,37015,37046
Quezon,Region IV‑A – CALABARZON,14829,14955,15073,15182,15283
Quezon,Region IV‑A – CALABARZON,38324,38676,39006,39314,39600
Quezon,Region IV‑A – CALABARZON,35513,35788,36043,36279,36495
Quezon,Region IV‑A – CALABARZON,65498,66045,66556,67032,67469
Quezon,Region IV‑A – CALABARZON,52038,52536,53003,53442,53850
Quezon,Region IV‑A – CALABARZON,160786,162447,164015,165494,166876
Quezon,Region IV‑A – CALABARZON,52899,53014,53110,53188,53248
Quezon,Region IV‑A – CALABARZON,109773,111230,112623,113955,115219
Quezon,Region IV‑A – CALABARZON,109391,110795,112136,113416,114628
Quezon,Region IV‑A – CALABARZON,28859,29133,29391,29633,29857
Rizal,Region IV‑A – CALABARZON,120430,121210,121866,122398,122805
Rizal,Region IV‑A – CALABARZON,857793,866490,873730,879528,883851
Rizal,Region IV‑A – CALABARZON,129303,142622,156852,172036,188090
Rizal,Region IV‑A – CALABARZON,309470,312695,315536,317997,320067
Rizal,Region IV‑A – CALABARZON,326875,327425,327905,328313,328649
Rizal,Region IV‑A – CALABARZON,49814,49909,49995,50070,50135
Rizal,Region IV‑A – CALABARZON,33133,33257,33374,33484,33585
Rizal,Region IV‑A – CALABARZON,450506,459167,466365,472113,476379
Rizal,Region IV‑A – CALABARZON,63891,64586,65200,65735,66188
Rizal,Region IV‑A – CALABARZON,67781,68074,68307,68479,68590
Rizal,Region IV‑A – CALABARZON,307845,317251,326677,336149,345614
Rizal,Region IV‑A – CALABARZON,140463,144589,148802,153115,157504
Rizal,Region IV‑A – CALABARZON,338660,340653,342266,343501,344353
Rizal,Region IV‑A – CALABARZON,70059,72143,74230,76324,78415
Albay,Region V – Bicol Region,72513,72962,73366,73724,74035
Albay,Region V – Bicol Region,70692,71179,71621,72020,72375
Albay,Region V – Bicol Region,139641,141623,143542,145402,147195
Albay,Region V – Bicol Region,90006,91140,92230,93277,94277
Albay,Region V – Bicol Region,17767,17833,17896,17955,18011
Albay,Region V – Bicol Region,213792,216301,218697,220988,223161
Albay,Region V – Bicol Region,79323,79851,80330,80759,81138
Albay,Region V – Bicol Region,118918,119942,120897,121783,122596
Albay,Region V – Bicol Region,40359,40710,41038,41343,41624
Albay,Region V – Bicol Region,48223,48616,48980,49315,49621
Albay,Region V – Bicol Region,26960,27293,27613,27919,28211
Albay,Region V – Bicol Region,71563,72014,72420,72781,73097
Albay,Region V – Bicol Region,48534,48734,48901,49037,49140
Albay,Region V – Bicol Region,95178,96169,97108,97996,98829
Albay,Region V – Bicol Region,38099,38266,38425,38574,38714
Albay,Region V – Bicol Region,37998,38441,38863,39267,39650
Albay,Region V – Bicol Region,144179,145639,147019,148320,149538
Albay,Region V – Bicol Region,56533,56991,57415,57806,58162
CamarinesNorte,Region V – Bicol Region,43907,44300,44667,45007,45318
CamarinesNorte,Region V – Bicol Region,33933,34144,34333,34499,34643
CamarinesNorte,Region V – Bicol Region,114787,116263,117680,119038,120333
CamarinesNorte,Region V – Bicol Region,15724,15982,16233,16478,16716
CamarinesNorte,Region V – Bicol Region,63778,64339,64860,65342,65784
CamarinesNorte,Region V – Bicol Region,110907,112365,113768,115115,116402
CamarinesNorte,Region V – Bicol Region,53968,54375,54747,55084,55387
CamarinesNorte,Region V – Bicol Region,65743,66753,67734,68687,69608
CamarinesNorte,Region V – Bicol Region,10808,10852,10888,10916,10937
CamarinesNorte,Region V – Bicol Region,42016,42120,42195,42239,42253
CamarinesNorte,Region V – Bicol Region,27853,28136,28402,28651,28884
CamarinesNorte,Region V – Bicol Region,45977,46293,46578,46834,47059
CamarinesSur,Region V – Bicol Region,62448,62946,63411,63846,64247
CamarinesSur,Region V – Bicol Region,33008,33304,33584,33849,34096
CamarinesSur,Region V – Bicol Region,55742,56257,56745,57207,57640
CamarinesSur,Region V – Bicol Region,17508,17645,17774,17893,18003
CamarinesSur,Region V – Bicol Region,80074,80414,80707,80957,81160
CamarinesSur,Region V – Bicol Region,71858,72126,72354,72543,72690
CamarinesSur,Region V – Bicol Region,19040,19111,19172,19222,19261
CamarinesSur,Region V – Bicol Region,87532,88132,88685,89193,89653
CamarinesSur,Region V – Bicol Region,25865,26119,26361,26591,26808
CamarinesSur,Region V – Bicol Region,35854,36064,36255,36427,36578
CamarinesSur,Region V – Bicol Region,50023,50338,50627,50889,51123
CamarinesSur,Region V – Bicol Region,27659,28001,28332,28653,28960
CamarinesSur,Region V – Bicol Region,12137,12265,12388,12506,12617
CamarinesSur,Region V – Bicol Region,28689,28922,29141,29346,29535
CamarinesSur,Region V – Bicol Region,67848,68504,69126,69717,70274
CamarinesSur,Region V – Bicol Region,117018,117686,118290,118831,119306
CamarinesSur,Region V – Bicol Region,58853,59321,59759,60168,60546
CamarinesSur,Region V – Bicol Region,117009,118223,119383,120491,121541
CamarinesSur,Region V – Bicol Region,34060,34319,34561,34785,34991
CamarinesSur,Region V – Bicol Region,26983,27150,27303,27442,27565
CamarinesSur,Region V – Bicol Region,33720,34104,34472,34826,35164
CamarinesSur,Region V – Bicol Region,56417,57008,57573,58112,58624
CamarinesSur,Region V – Bicol Region,87199,87592,87935,88231,88476
CamarinesSur,Region V – Bicol Region,216904,220185,223391,226531,229587
CamarinesSur,Region V – Bicol Region,48108,48385,48635,48860,49057
CamarinesSur,Region V – Bicol Region,38122,38342,38542,38722,38880
CamarinesSur,Region V – Bicol Region,51885,52274,52635,52971,53278
CamarinesSur,Region V – Bicol Region,96441,97453,98420,99345,100222
CamarinesSur,Region V – Bicol Region,21859,21963,22055,22134,22201
CamarinesSur,Region V – Bicol Region,61198,61589,61947,62273,62564
CamarinesSur,Region V – Bicol Region,37687,38165,38628,39076,39507
CamarinesSur,Region V – Bicol Region,37056,37291,37506,37701,37876
CamarinesSur,Region V – Bicol Region,42513,42752,42967,43160,43329
CamarinesSur,Region V – Bicol Region,67122,67372,67585,67762,67901
CamarinesSur,Region V – Bicol Region,18386,18454,18513,18561,18598
CamarinesSur,Region V – Bicol Region,62000,63081,64146,65197,66229
CamarinesSur,Region V – Bicol Region,72427,73128,73794,74426,75022
Catanduanes,Region V – Bicol Region,11873,11908,11937,11961,11979
Catanduanes,Region V – Bicol Region,13286,13339,13385,13426,13459
Catanduanes,Region V – Bicol Region,22369,22519,22660,22792,22912
Catanduanes,Region V – Bicol Region,31803,32052,32288,32512,32721
Catanduanes,Region V – Bicol Region,8618,8646,8670,8690,8706
Catanduanes,Region V – Bicol Region,21409,21527,21635,21733,21822
Catanduanes,Region V – Bicol Region,9524,9548,9567,9582,9593
Catanduanes,Region V – Bicol Region,37805,37917,38009,38084,38140
Catanduanes,Region V – Bicol Region,15757,15860,15956,16045,16127
Catanduanes,Region V – Bicol Region,22285,22360,22425,22479,22522
Catanduanes,Region V – Bicol Region,80314,81356,82372,83368,84335
Masbate,Region V – Bicol Region,95520,97012,98477,99919,101330
Masbate,Region V – Bicol Region,27537,27736,27921,28094,28253
Masbate,Region V – Bicol Region,40041,40298,40535,40753,40952
Masbate,Region V – Bicol Region,16263,16439,16609,16773,16929
Masbate,Region V – Bicol Region,51534,51644,51727,51782,51811
Masbate,Region V – Bicol Region,70310,70745,71146,71513,71845
Masbate,Region V – Bicol Region,45414,45625,45813,45978,46120
Masbate,Region V – Bicol Region,26919,26993,27053,27099,27131
Masbate,Region V – Bicol Region,19598,19740,19873,19997,20111
Masbate,Region V – Bicol Region,43958,44347,44715,45065,45394
Masbate,Region V – Bicol Region,104724,106186,107614,109010,110369
Masbate,Region V – Bicol Region,61770,62408,63020,63608,64169
Masbate,Region V – Bicol Region,42379,42931,43469,43992,44499
Masbate,Region V – Bicol Region,27620,27742,27849,27943,28022
Masbate,Region V – Bicol Region,26934,27006,27063,27106,27136
Masbate,Region V – Bicol Region,23793,23844,23882,23908,23921
Masbate,Region V – Bicol Region,57164,57285,57377,57439,57472
Masbate,Region V – Bicol Region,24579,24799,25007,25206,25392
Masbate,Region V – Bicol Region,32473,32779,33072,33351,33615
Masbate,Region V – Bicol Region,48187,48357,48501,48621,48715
Masbate,Region V – Bicol Region,58228,58473,58688,58874,59029
Sorsogon,Region V – Bicol Region,21735,21809,21867,21911,21940
Sorsogon,Region V – Bicol Region,107268,108259,109186,110051,110849
Sorsogon,Region V – Bicol Region,23797,23894,23976,24042,24091
Sorsogon,Region V – Bicol Region,34998,35287,35554,35800,36024
Sorsogon,Region V – Bicol Region,63742,64635,65497,66331,67132
Sorsogon,Region V – Bicol Region,52191,52490,52754,52985,53181
Sorsogon,Region V – Bicol Region,62071,62354,62594,62794,62951
Sorsogon,Region V – Bicol Region,62537,63426,64286,65119,65919
Sorsogon,Region V – Bicol Region,34648,34969,35269,35550,35809
Sorsogon,Region V – Bicol Region,38879,39101,39297,39468,39612
Sorsogon,Region V – Bicol Region,45253,45878,46481,47064,47623
Sorsogon,Region V – Bicol Region,82152,83296,84400,85468,86493
Sorsogon,Region V – Bicol Region,24807,25167,25515,25852,26176
Sorsogon,Region V – Bicol Region,17364,17410,17443,17464,17474
Sorsogon,Region V – Bicol Region,183556,185830,188007,190094,192078
Aklan,Region VI – Western Visayas,25182,25271,25357,25443,25525
Aklan,Region VI – Western Visayas,30368,30541,30694,30826,30937
Aklan,Region VI – Western Visayas,40527,40656,40773,40878,40969
Aklan,Region VI – Western Visayas,33804,34103,34401,34700,34997
Aklan,Region VI – Western Visayas,20823,21087,21338,21577,21803
Aklan,Region VI – Western Visayas,53896,54648,55405,56170,56938
Aklan,Region VI – Western Visayas,86107,86739,87286,87749,88124
Aklan,Region VI – Western Visayas,15722,15803,15883,15962,16040
Aklan,Region VI – Western Visayas,28413,28434,28452,28468,28481
Aklan,Region VI – Western Visayas,18521,18537,18552,18566,18578
Aklan,Region VI – Western Visayas,29076,29367,29653,29935,30212
Aklan,Region VI – Western Visayas,59606,60256,60770,61150,61392
Aklan,Region VI – Western Visayas,23278,23286,23291,23294,23295
Aklan,Region VI – Western Visayas,41687,42635,43598,44581,45577
Aklan,Region VI – Western Visayas,46689,46913,47119,47308,47477
Aklan,Region VI – Western Visayas,33621,33852,34067,34267,34451
Aklan,Region VI – Western Visayas,23628,23872,24103,24322,24527
Antique,Region VI – Western Visayas,21897,21971,22033,22083,22121
Antique,Region VI – Western Visayas,23469,23552,23622,23679,23723
Antique,Region VI – Western Visayas,14214,14302,14382,14455,14520
Antique,Region VI – Western Visayas,34777,34901,35005,35090,35155
Antique,Region VI – Western Visayas,42234,43401,44576,45763,46956
Antique,Region VI – Western Visayas,43176,43424,43650,43852,44030
Antique,Region VI – Western Visayas,35447,35795,36126,36442,36740
Antique,Region VI – Western Visayas,50993,51304,51588,51845,52075
Antique,Region VI – Western Visayas,26835,26911,26971,27017,27047
Antique,Region VI – Western Visayas,17090,17168,17238,17298,17348
Antique,Region VI – Western Visayas,36024,36243,36443,36623,36784
Antique,Region VI – Western Visayas,39110,39366,39600,39815,40008
Antique,Region VI – Western Visayas,67324,68027,68700,69343,69954
Antique,Region VI – Western Visayas,33234,33389,33527,33646,33746
Antique,Region VI – Western Visayas,18521,18589,18646,18693,18729
Antique,Region VI – Western Visayas,64571,65185,65769,66323,66845
Antique,Region VI – Western Visayas,29101,29457,29802,30135,30455
Antique,Region VI – Western Visayas,19772,19842,19902,19951,19988
Capiz,Region VI – Western Visayas,29800,30228,30662,31105,31553
Capiz,Region VI – Western Visayas,33182,33303,33425,33549,33674
Capiz,Region VI – Western Visayas,29669,29707,29745,29785,29825
Capiz,Region VI – Western Visayas,48753,49211,49674,50145,50620
Capiz,Region VI – Western Visayas,31888,32396,32914,33442,33977
Capiz,Region VI – Western Visayas,38677,39030,39387,39749,40115
Capiz,Region VI – Western Visayas,40801,41223,41650,42084,42522
Capiz,Region VI – Western Visayas,42008,42426,42848,43278,43711
Capiz,Region VI – Western Visayas,49334,49906,50485,51074,51668
Capiz,Region VI – Western Visayas,43187,43701,44223,44753,45290
Capiz,Region VI – Western Visayas,49894,50723,51567,52428,53302
Capiz,Region VI – Western Visayas,49953,50580,51216,51863,52518
Capiz,Region VI – Western Visayas,30998,31230,31465,31703,31944
Capiz,Region VI – Western Visayas,180155,182497,184873,187293,189739
Capiz,Region VI – Western Visayas,27059,27277,27497,27721,27946
Capiz,Region VI – Western Visayas,31310,31517,31726,31938,32151
Capiz,Region VI – Western Visayas,55279,55984,56700,57429,58166
Iloilo,Region VI – Western Visayas,57605,58464,59288,60078,60831
Iloilo,Region VI – Western Visayas,39641,39791,39907,39990,40040
Iloilo,Region VI – Western Visayas,29605,29717,29804,29865,29902
Iloilo,Region VI – Western Visayas,27872,27978,28059,28118,28152
Iloilo,Region VI – Western Visayas,36724,37315,37886,38437,38965
Iloilo,Region VI – Western Visayas,35669,36169,36647,37103,37534
Iloilo,Region VI – Western Visayas,55906,56120,56288,56409,56482
Iloilo,Region VI – Western Visayas,50401,51138,51844,52521,53163
Iloilo,Region VI – Western Visayas,23292,23609,23910,24197,24468
Iloilo,Region VI – Western Visayas,17183,17514,17837,18154,18461
Iloilo,Region VI – Western Visayas,61618,62073,62479,62836,63144
Iloilo,Region VI – Western Visayas,66830,67870,68870,69832,70752
Iloilo,Region VI – Western Visayas,73669,74523,75325,76077,76774
Iloilo,Region VI – Western Visayas,46751,47311,47838,48334,48795
Iloilo,Region VI – Western Visayas,46975,47183,47353,47483,47574
Iloilo,Region VI – Western Visayas,35342,35475,35579,35653,35697
Iloilo,Region VI – Western Visayas,71465,71758,71991,72165,72278
Iloilo,Region VI – Western Visayas,55225,56348,57449,58529,59582
Iloilo,Region VI – Western Visayas,35006,35155,35275,35366,35427
Iloilo,Region VI – Western Visayas,33032,33157,33253,33323,33364
Iloilo,Region VI – Western Visayas,472185,473326,474467,475611,476752
Iloilo,Region VI – Western Visayas,65957,66206,66400,66538,66620
Iloilo,Region VI – Western Visayas,77917,78538,79099,79599,80038
Iloilo,Region VI – Western Visayas,35690,36205,36696,37167,37614
Iloilo,Region VI – Western Visayas,34625,35249,35856,36447,37018
Iloilo,Region VI – Western Visayas,51805,52057,52265,52431,52553
Iloilo,Region VI – Western Visayas,38488,38698,38876,39023,39137
Iloilo,Region VI – Western Visayas,69975,70280,70526,70715,70844
Iloilo,Region VI – Western Visayas,25280,25545,25790,26018,26227
Iloilo,Region VI – Western Visayas,24102,24213,24303,24374,24424
Iloilo,Region VI – Western Visayas,95520,96492,97393,98226,98985
Iloilo,Region VI – Western Visayas,83131,83445,83688,83863,83966
Iloilo,Region VI – Western Visayas,71907,74980,78118,81330,84596
Iloilo,Region VI – Western Visayas,78685,79187,79626,80001,80312
Iloilo,Region VI – Western Visayas,44742,45763,46769,47764,48741
Iloilo,Region VI – Western Visayas,35088,35235,35353,35442,35501
Iloilo,Region VI – Western Visayas,53558,53761,53918,54030,54097
Iloilo,Region VI – Western Visayas,30532,30991,31431,31853,32256
Iloilo,Region VI – Western Visayas,18625,18973,19312,19643,19964
Iloilo,Region VI – Western Visayas,64964,65697,66384,67026,67619
Iloilo,Region VI – Western Visayas,58963,60007,61022,62008,62960
Iloilo,Region VI – Western Visayas,66298,66818,67286,67703,68067
Iloilo,Region VI – Western Visayas,23135,23217,23279,23321,23344
Iloilo,Region VI – Western Visayas,27487,27774,28040,28287,28514
NegrosOccidental,Region VI – Western Visayas,611261,619084,626753,634291,641653
NegrosOccidental,Region VI – Western Visayas,176665,177378,178019,178590,179086
NegrosOccidental,Region VI – Western Visayas,68606,68732,68829,68896,68935
NegrosOccidental,Region VI – Western Visayas,157795,158085,158308,158464,158552
NegrosOccidental,Region VI – Western Visayas,82165,82306,82412,82483,82518
NegrosOccidental,Region VI – Western Visayas,22222,22263,22294,22316,22328
NegrosOccidental,Region VI – Western Visayas,106177,106710,107201,107651,108057
NegrosOccidental,Region VI – Western Visayas,65711,66095,66454,66788,67095
NegrosOccidental,Region VI – Western Visayas,97288,97696,98064,98394,98683
NegrosOccidental,Region VI – Western Visayas,109122,109343,109517,109645,109727
NegrosOccidental,Region VI – Western Visayas,88088,88383,88641,88864,89049
NegrosOccidental,Region VI – Western Visayas,58173,58318,58438,58535,58606
NegrosOccidental,Region VI – Western Visayas,59668,59972,60252,60509,60742
NegrosOccidental,Region VI – Western Visayas,63894,64099,64277,64429,64553
NegrosOccidental,Region VI – Western Visayas,195447,197520,199534,201494,203389
NegrosOccidental,Region VI – Western Visayas,65859,65999,66111,66195,66250
NegrosOccidental,Region VI – Western Visayas,77794,78185,78545,78874,79172
NegrosOccidental,Region VI – Western Visayas,56199,56347,56471,56573,56649
NegrosOccidental,Region VI – Western Visayas,43017,43234,43434,43617,43783
NegrosOccidental,Region VI – Western Visayas,86893,87745,88570,89368,90137
NegrosOccidental,Region VI – Western Visayas,55499,56052,56588,57108,57609
NegrosOccidental,Region VI – Western Visayas,30058,30423,30780,31130,31471
NegrosOccidental,Region VI – Western Visayas,149598,149945,150229,150451,150608
NegrosOccidental,Region VI – Western Visayas,134959,135172,135327,135425,135464
NegrosOccidental,Region VI – Western Visayas,24568,24645,24711,24768,24815
NegrosOccidental,Region VI – Western Visayas,131198,131736,132220,132652,133029
NegrosOccidental,Region VI – Western Visayas,71692,71863,72003,72113,72193
NegrosOccidental,Region VI – Western Visayas,105488,105894,106255,106575,106850
NegrosOccidental,Region VI – Western Visayas,42959,43040,43102,43146,43171
NegrosOccidental,Region VI – Western Visayas,38681,38769,38840,38895,38933
NegrosOccidental,Region VI – Western Visayas,90054,90283,90474,90627,90742
NegrosOccidental,Region VI – Western Visayas,27588,27885,28174,28455,28727
Guimaras,Region VI – Western Visayas,54362,54938,55488,56013,56513
Guimaras,Region VI – Western Visayas,37520,37687,37832,37956,38058
Guimaras,Region VI – Western Visayas,41648,41879,42086,42269,42430
Guimaras,Region VI – Western Visayas,28338,28671,28992,29300,29596
Guimaras,Region VI – Western Visayas,25143,25572,25978,26362,26725
Bohol,Region VII – Central Visayas,11102,11175,11242,11303,11358
Bohol,Region VII – Central Visayas,24629,24775,24910,25033,25143
Bohol,Region VII – Central Visayas,16566,16587,16609,16632,16657
Bohol,Region VII – Central Visayas,14516,14535,14554,14574,14595
Bohol,Region VII – Central Visayas,22431,22667,22882,23077,23250
Bohol,Region VII – Central Visayas,18580,18671,18755,18832,18902
Bohol,Region VII – Central Visayas,13162,13237,13314,13394,13475
Bohol,Region VII – Central Visayas,18027,18089,18147,18201,18252
Bohol,Region VII – Central Visayas,27470,27509,27549,27591,27634
Bohol,Region VII – Central Visayas,31500,31592,31679,31763,31842
Bohol,Region VII – Central Visayas,29861,29922,29982,30041,30099
Bohol,Region VII – Central Visayas,48781,49104,49400,49669,49911
Bohol,Region VII – Central Visayas,22819,22848,22878,22910,22943
Bohol,Region VII – Central Visayas,20430,20455,20482,20511,20541
Bohol,Region VII – Central Visayas,9209,9302,9388,9465,9533
Bohol,Region VII – Central Visayas,18515,18716,18899,19064,19210
Bohol,Region VII – Central Visayas,19417,19457,19497,19536,19575
Bohol,Region VII – Central Visayas,18003,18026,18050,18075,18101
Bohol,Region VII – Central Visayas,51739,52523,53237,53883,54457
Bohol,Region VII – Central Visayas,14455,14473,14492,14513,14534
Bohol,Region VII – Central Visayas,18140,18180,18220,18258,18296
Bohol,Region VII – Central Visayas,25234,25371,25498,25615,25720
Bohol,Region VII – Central Visayas,32958,33041,33120,33197,33271
Bohol,Region VII – Central Visayas,48225,48532,48813,49070,49300
Bohol,Region VII – Central Visayas,35078,35237,35385,35522,35648
Bohol,Region VII – Central Visayas,33947,34331,34681,34997,35277
Bohol,Region VII – Central Visayas,12499,12534,12567,12599,12630
Bohol,Region VII – Central Visayas,17073,17127,17179,17227,17273
Bohol,Region VII – Central Visayas,16094,16115,16136,16158,16182
Bohol,Region VII – Central Visayas,43253,43301,43353,43409,43468
Bohol,Region VII – Central Visayas,27343,27378,27414,27452,27492
Bohol,Region VII – Central Visayas,20866,20898,20930,20964,20998
Bohol,Region VII – Central Visayas,40059,41300,42583,43911,45277
Bohol,Region VII – Central Visayas,27586,27639,27692,27744,27796
Bohol,Region VII – Central Visayas,23425,23445,23468,23494,23522
Bohol,Region VII – Central Visayas,24459,24732,24979,25203,25402
Bohol,Region VII – Central Visayas,8799,8811,8822,8834,8847
Bohol,Region VII – Central Visayas,24633,24705,24774,24839,24901
Bohol,Region VII – Central Visayas,10855,10883,10911,10937,10962
Bohol,Region VII – Central Visayas,24796,24815,24837,24862,24890
Bohol,Region VII – Central Visayas,7038,7079,7117,7152,7183
Bohol,Region VII – Central Visayas,112679,113663,114559,115371,116093
Bohol,Region VII – Central Visayas,72161,72830,73439,73990,74480
Bohol,Region VII – Central Visayas,34898,35276,35620,35931,36207
Bohol,Region VII – Central Visayas,46774,46902,47025,47143,47255
Bohol,Region VII – Central Visayas,78415,79024,79580,80085,80535
Bohol,Region VII – Central Visayas,27298,27332,27368,27407,27447
Bohol,Region VII – Central Visayas,28302,28459,28604,28736,28856
Cebu,Region VII – Central Visayas,17076,17371,17656,17934,18203
Cebu,Region VII – Central Visayas,19747,20196,20639,21079,21511
Cebu,Region VII – Central Visayas,24596,24748,24881,24995,25089
Cebu,Region VII – Central Visayas,37713,38636,39551,40462,41363
Cebu,Region VII – Central Visayas,74978,75206,75371,75475,75517
Cebu,Region VII – Central Visayas,51017,51417,51779,52102,52386
Cebu,Region VII – Central Visayas,40041,40250,40416,40542,40624
Cebu,Region VII – Central Visayas,108301,111568,114751,117856,120867
Cebu,Region VII – Central Visayas,83647,84192,84672,85088,85437
Cebu,Region VII – Central Visayas,83947,85522,87060,88564,90028
Cebu,Region VII – Central Visayas,87915,89416,90873,92288,93656
Cebu,Region VII – Central Visayas,17843,18055,18255,18444,18620
Cebu,Region VII – Central Visayas,40258,40993,41710,42409,43088
Cebu,Region VII – Central Visayas,134339,136576,138743,140846,142873
Cebu,Region VII – Central Visayas,59634,60978,62306,63621,64915
Cebu,Region VII – Central Visayas,32863,33186,33485,33761,34013
Cebu,Region VII – Central Visayas,978031,983703,988309,991859,994331
Cebu,Region VII – Central Visayas,53723,54496,55210,55864,56456
Cebu,Region VII – Central Visayas,162192,166900,171472,175920,180219
Cebu,Region VII – Central Visayas,70712,72321,73858,75328,76721
Cebu,Region VII – Central Visayas,95961,97762,99520,101241,102914
Cebu,Region VII – Central Visayas,72140,72737,73281,73772,74207
Cebu,Region VII – Central Visayas,157763,161183,164552,167880,171148
Cebu,Region VII – Central Visayas,56349,57095,57805,58481,59120
Cebu,Region VII – Central Visayas,16500,16551,16589,16613,16623
Cebu,Region VII – Central Visayas,474302,483720,492631,501057,508950
Cebu,Region VII – Central Visayas,138818,141699,144433,147027,149466
Cebu,Region VII – Central Visayas,37838,37968,38068,38136,38174
Cebu,Region VII – Central Visayas,20358,20468,20563,20641,20702
Cebu,Region VII – Central Visayas,395392,399375,402913,406012,408654
Cebu,Region VII – Central Visayas,61529,62454,63343,64199,65017
Cebu,Region VII – Central Visayas,153976,157097,160054,162855,165484
Cebu,Region VII – Central Visayas,35294,35941,36572,37189,37788
Cebu,Region VII – Central Visayas,133178,135957,138688,141379,144016
Cebu,Region VII – Central Visayas,29651,29836,29988,30107,30194
Cebu,Region VII – Central Visayas,11686,11716,11736,11748,11749
Cebu,Region VII – Central Visayas,75707,77256,78777,80273,81737
Cebu,Region VII – Central Visayas,27106,27357,27589,27802,27994
Cebu,Region VII – Central Visayas,22412,22710,22994,23264,23520
Cebu,Region VII – Central Visayas,23611,24033,24444,24844,25232
Cebu,Region VII – Central Visayas,71754,72399,72964,73450,73854
Cebu,Region VII – Central Visayas,65096,66735,68364,69987,71596
Cebu,Region VII – Central Visayas,64937,66073,67178,68254,69295
Cebu,Region VII – Central Visayas,29843,29944,30014,30053,30060
Cebu,Region VII – Central Visayas,19921,20232,20531,20820,21097
Cebu,Region VII – Central Visayas,53503,54294,55053,55783,56480
Cebu,Region VII – Central Visayas,40663,41558,42441,43314,44171
Cebu,Region VII – Central Visayas,46744,48046,49348,50653,51953
Cebu,Region VII – Central Visayas,29785,30457,31122,31779,32427
Cebu,Region VII – Central Visayas,257387,261411,265147,268603,271760
